distance: bearing: rel_alt:
0.00853528190173 0.512045674603 -48.4053039551
0.00853528190173 0.512045674603 -48.4053039551
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00861541157104 0.517838294767 -48.5015258789
0.00805635198045 0.509287968664 -48.5616607666
0.00744244333919 0.491440419535 -48.6665039062
0.00691523387908 0.47942195568 -48.7342224121
0.00649021791694 0.467399406666 -48.8369293213
0.00612432205017 0.458063518105 -48.922454834
0.00612432205017 0.458063518105 -48.922454834
0.00612432205017 0.458063518105 -48.922454834
0.00612432205017 0.458063518105 -48.922454834
0.00612432205017 0.458063518105 -48.922454834
0.00585469512466 0.437015658807 -49.1960601807
0.0054480078317 0.409598686042 -49.434753418
0.0049746977433 0.400644379575 -49.5767364502
0.00449350573408 0.382232587103 -49.8159637451
0.00419149186529 0.406516925169 -49.9085083008
0.00419149186529 0.406516925169 -49.9085083008
0.00419149186529 0.406516925169 -49.9085083008
0.00419149186529 0.406516925169 -49.9085083008
0.00419149186529 0.406516925169 -49.9085083008
0.00419149186529 0.406516925169 -49.9085083008
0.00419149186529 0.406516925169 -49.9085083008
0.00419149186529 0.406516925169 -49.9085083008
0.00389304902949 0.236456670822 -50.1556549072
0.00384636539714 0.0736104378418 -50.3388977051
0.00407272669888 -0.0789117629615 -50.4157867432
0.00439047833566 -0.214609938878 -50.5074157715
0.00529887553377 -0.350729898502 -50.2180328369
0.00572679657379 -0.384633579222 -50.3687591553
0.00610491932216 -0.364005833474 -50.4569702148
0.00674018576954 -0.303865671764 -50.506072998
0.00757607883376 -0.223353092901 -50.5169525146
0.00839604624843 -0.145363935395 -50.5313873291
0.00912944286839 -0.076568290579 -50.5399627686
0.00945214581377 -0.0562525831999 -50.5148773193
0.00945214581377 -0.0562525831999 -50.5148773193
0.00945214581377 -0.0562525831999 -50.5148773193
0.00945214581377 -0.0562525831999 -50.5148773193
0.00945214581377 -0.0562525831999 -50.5148773193
0.00945214581377 -0.0562525831999 -50.5148773193
0.00860715644953 -0.0642413193444 -50.5626678467
0.00777810634932 -0.0711415030344 -50.6151885986
0.00700373789138 -0.102586401698 -50.6093139648
0.00625712112858 -0.178595544717 -50.5625305176
0.00562195460465 -0.274873361814 -50.4545440674
0.00510237723038 -0.356301791911 -50.3559875488
0.0047973735931 -0.38208164564 -50.2451782227
0.0047973735931 -0.38208164564 -50.2451782227
0.0047973735931 -0.38208164564 -50.2451782227
0.0047973735931 -0.38208164564 -50.2451782227
0.00419382527818 -0.341915443597 -50.1356811523
0.00382530757085 -0.371131371714 -50.0950164795
0.00382530757085 -0.371131371714 -50.0950164795
0.00344841955564 -0.500494736435 -50.115524292
0.00314815266417 -0.579519808115 -50.0865325928
0.00314815266417 -0.579519808115 -50.0865325928
0.00314815266417 -0.579519808115 -50.0865325928
0.00314815266417 -0.579519808115 -50.0865325928
0.00366655181659 -0.333963018492 -50.0291595459
0.00437595241064 -0.175542204882 -50.0463867188
0.00522208807553 -0.109944911845 -50.1514129639
0.00611985437014 -0.0927215149287 -50.2604217529
0.00700814300014 -0.112067860309 -50.3983306885
0.00769704973983 -0.154944780933 -50.5409240723
0.00815491471617 -0.196818589413 -50.6986694336
0.00837014687989 -0.211347040895 -50.8634796143
0.00837014687989 -0.211347040895 -50.8634796143
0.00836480173552 -0.228093735764 -50.6818237305
0.00836480173552 -0.228093735764 -50.6818237305
0.00836480173552 -0.228093735764 -50.6818237305
0.00836480173552 -0.228093735764 -50.6818237305
0.00836480173552 -0.228093735764 -50.6818237305
0.00788713109325 -0.161634794779 -50.7038116455
0.00747992375157 -0.0976739264083 -50.7074127197
0.0071031177424 -0.0208743902919 -50.6613006592
0.00686084283763 0.0922204899691 -50.5532073975
0.00678497021426 0.158860056128 -50.4676513672
0.00678497021426 0.158860056128 -50.4676513672
0.00678497021426 0.158860056128 -50.4676513672
0.00678497021426 0.158860056128 -50.4676513672
0.00678497021426 0.158860056128 -50.4676513672
0.00678497021426 0.158860056128 -50.4676513672
0.0069012422109 0.197350823996 -50.3201141357
0.0069012422109 0.197350823996 -50.3201141357
0.00768444972784 0.217459052285 -50.2993774414
0.00856937266277 0.216770349878 -50.3259887695
0.0094956073028 0.205454585371 -50.3776702881
0.0100310102643 0.197691602289 -50.4179992676
0.0100310102643 0.197691602289 -50.4179992676
0.0100310102643 0.197691602289 -50.4179992676
0.0100310102643 0.197691602289 -50.4179992676
0.0100310102643 0.197691602289 -50.4179992676
0.0100310102643 0.197691602289 -50.4179992676
0.00952733234671 0.197077316073 -50.4688720703
