distance: bearing: rel_alt:
0.00952733234671 0.197077316073 -50.4688720703
0.00952733234671 0.197077316073 -50.4688720703
0.00952733234671 0.197077316073 -50.4688720703
0.00952733234671 0.197077316073 -50.4688720703
0.00952733234671 0.197077316073 -50.4688720703
0.00974535323431 0.184902585716 -50.5523986816
0.00974535323431 0.184902585716 -50.5523986816
0.00974535323431 0.184902585716 -50.5523986816
0.00974535323431 0.184902585716 -50.5523986816
0.00974535323431 0.184902585716 -50.5523986816
0.00974535323431 0.184902585716 -50.5523986816
0.00974535323431 0.184902585716 -50.5523986816
0.00974535323431 0.184902585716 -50.5523986816
0.00957302397612 0.200479198 -50.6136016846
0.00957302397612 0.200479198 -50.6136016846
0.00868593901728 0.207259353491 -50.6167449951
0.00796209283409 0.202980881493 -50.6530914307
0.0073222569095 0.185838213948 -50.7367248535
0.00659618587625 0.165781079464 -50.8682250977
0.00580334595556 0.144264537168 -50.9628753662
0.00510951561761 0.114851031205 -50.9855651855
0.00444396024039 0.0722914274409 -50.9767456055
0.00424275085263 0.0450422069521 -51.0095825195
0.00424275085263 0.0450422069521 -51.0095825195
0.00523263363436 0.094553110297 -50.9929199219
0.00625922967764 0.131817353914 -50.9665985107
0.00714402527522 0.164056465948 -50.9321594238
0.00793651854113 0.191300472118 -50.8858184814
0.0084204794071 0.192057750909 -50.9063720703
0.00850774309499 0.192693551988 -51.0201416016
0.00850774309499 0.192693551988 -51.0201416016
0.00850774309499 0.192693551988 -51.0201416016
0.00850774309499 0.192693551988 -51.0201416016
0.00850774309499 0.192693551988 -51.0201416016
0.00749036304754 0.189833566514 -51.0453033447
0.00646599546633 0.182763222902 -51.0546722412
0.00592474109982 0.177623793942 -51.0449676514
0.00592474109982 0.177623793942 -51.0449676514
0.00592474109982 0.177623793942 -51.0449676514
0.00592474109982 0.177623793942 -51.0449676514
0.00604942156128 0.0473063251267 -51.1686553955
0.00639423503211 -0.0871891977616 -51.2298126221
0.00682730737249 -0.195461746286 -51.2544555664
0.00732955941589 -0.257629235368 -51.2856903076
0.00802604852553 -0.267765418388 -51.3962249756
0.00896985323808 -0.238539901945 -51.3489227295
0.00982558976233 -0.181667145277 -51.2690582275
0.0105714056766 -0.117505614484 -51.1953887939
0.01094391245 -0.0766235976363 -51.1510925293
0.01094391245 -0.0766235976363 -51.1510925293
0.0105774554892 -0.0207528921528 -51.0883178711
0.0101420606136 0.0325533970455 -51.0673980713
0.00990409984749 0.102041856572 -51.0299835205
0.00962607283149 0.163046140418 -51.3864135742
0.00962607283149 0.163046140418 -51.3864135742
0.00962607283149 0.163046140418 -51.3864135742
0.00943264673 0.225091496293 -51.353515625
0.00909979741077 0.269566372241 -51.2775878906
0.00831268002005 0.290553862687 -51.1935577393
0.00724614405837 0.278531070677 -51.0933990479
0.00600568301445 0.247197192318 -51.0276184082
0.0045816114854 0.227615361645 -50.961807251
0.00332041041156 0.145900383136 -50.9474639893
0.00255760856036 -0.00514774719252 -50.896987915
0.00251447003656 -0.256441091528 -50.8986053467
0.00298754445306 -0.514653187421 -50.844543457
0.00393353300176 -0.632367467375 -50.8654022217
0.00490881071828 -0.608379320336 -50.9633026123
0.0057555741793 -0.50403296137 -51.013885498
0.00645750367661 -0.371333874332 -51.0483093262
0.00663889202407 -0.227833829391 -51.0722198486
0.00635019691562 -0.0882643069779 -51.0761566162
0.00588524560912 0.0508483584997 -51.0860595703
0.0057031281062 0.126929296201 -51.0494384766
0.0057031281062 0.126929296201 -51.0494384766
0.0057031281062 0.126929296201 -51.0494384766
0.0063681946825 0.241243295057 -51.0175628662
0.00681109051491 0.27178477436 -50.9666900635
0.00681109051491 0.27178477436 -50.9666900635
0.00681109051491 0.27178477436 -50.9666900635
0.00681109051491 0.27178477436 -50.9666900635
0.00681109051491 0.27178477436 -50.9666900635
0.00681109051491 0.27178477436 -50.9666900635
0.00767317161944 0.247960632715 -50.9804229736
0.00843732570721 0.175727093597 -51.0140533447
0.0088438748688 0.10563019194 -51.0702972412
0.00882383094178 0.0809981227198 -51.081817627
0.00882383094178 0.0809981227198 -51.081817627
0.00812085379258 0.134618340262 -51.1879425049
0.00779450341039 0.155565070185 -51.2533416748
0.00779450341039 0.155565070185 -51.2533416748
0.00779450341039 0.155565070185 -51.2533416748
0.00779450341039 0.155565070185 -51.2533416748
